transaction_id,amount,payment_method,failure_reason,recovery_probability,priority,recommended_action,action_status,actual_recovered
TX05715,11524.22,NetBanking,Timeout,99.32,High,Generate Payment Link,Payment Link Created,1
TX08399,2413.03,Wallet,Authentication Failed,96.79,High,Generate Payment Link,Payment Link Created,0
TX04319,14944.88,Card,Authentication Failed,13.04,Low,Defer Recovery,Deferred,1
TX00293,16117.75,Wallet,Technical Error,95.89,High,Generate Payment Link,Payment Link Created,1
TX01542,16096.32,Card,Insufficient Funds,8.91,Low,Defer Recovery,Deferred,0
TX05789,30477.04,Card,Timeout,2.33,Low,Defer Recovery,Deferred,0
TX06331,44811.82,UPI,Timeout,97.78,High,Retry Payment,Retry Initiated,0
TX01268,12408.16,UPI,Timeout,19.28,Low,Defer Recovery,Deferred,0
TX07260,37571.33,NetBanking,Authentication Failed,25.16,Low,Defer Recovery,Deferred,1
TX08453,47667.42,Wallet,Bank Declined,13.92,Low,Defer Recovery,Deferred,1
TX08519,33105.9,Wallet,Technical Error,22.27,Low,Defer Recovery,Deferred,1
TX06765,24581.42,Card,Bank Declined,2.38,Low,Defer Recovery,Deferred,0
TX04348,24402.1,Wallet,Authentication Failed,99.86,High,Generate Payment Link,Payment Link Created,1
TX03047,21089.45,NetBanking,Bank Declined,99.94,High,Retry Payment,Retry Initiated,1
TX00567,45750.26,Card,Timeout,8.73,Low,Defer Recovery,Deferred,0
TX04805,13963.86,UPI,Timeout,13.9,Low,Defer Recovery,Deferred,0
TX01453,19384.48,NetBanking,Insufficient Funds,47.61,Medium,Send Notification,Notification Sent,1
TX07334,15488.89,NetBanking,Technical Error,4.45,Low,Defer Recovery,Deferred,0
TX07877,3839.71,Card,Timeout,19.32,Low,Defer Recovery,Deferred,1
TX08495,27911.52,Card,Technical Error,98.83,High,Retry Payment,Retry Initiated,0
TX06502,1970.65,NetBanking,Insufficient Funds,2.47,Low,Defer Recovery,Deferred,0
TX02890,18249.9,UPI,Timeout,9.24,Low,Defer Recovery,Deferred,0
TX05860,22461.62,NetBanking,Authentication Failed,99.39,High,Generate Payment Link,Payment Link Created,1
TX01067,5904.95,Wallet,Technical Error,11.26,Low,Defer Recovery,Deferred,0
TX00108,17804.38,NetBanking,Technical Error,0.72,Low,Defer Recovery,Deferred,0
TX07521,36123.29,NetBanking,Timeout,99.8,High,Retry Payment,Retry Initiated,1
TX08579,31610.53,Card,Bank Declined,16.0,Low,Defer Recovery,Deferred,0
TX02835,47515.54,Card,Insufficient Funds,97.12,High,Generate Payment Link,Payment Link Created,0
TX06152,10302.89,Card,Bank Declined,11.96,Low,Defer Recovery,Deferred,1
TX00426,32512.84,Card,Authentication Failed,98.09,High,Generate Payment Link,Payment Link Created,1
TX07153,30571.07,Wallet,Authentication Failed,25.35,Low,Defer Recovery,Deferred,1
TX06918,27240.3,Wallet,Technical Error,99.39,High,Retry Payment,Retry Initiated,1
TX02361,33404.03,Card,Insufficient Funds,98.05,High,Generate Payment Link,Payment Link Created,1
TX07487,23590.94,Wallet,Timeout,2.67,Low,Defer Recovery,Deferred,0
TX09362,48671.62,UPI,Bank Declined,98.21,High,Generate Payment Link,Payment Link Created,0
TX07099,31787.73,Wallet,Technical Error,23.29,Low,Defer Recovery,Deferred,1
TX03979,25709.68,Wallet,Insufficient Funds,8.35,Low,Defer Recovery,Deferred,0
TX02256,31700.12,UPI,Technical Error,99.88,High,Retry Payment,Retry Initiated,1
TX05468,27736.42,Wallet,Bank Declined,98.95,High,Generate Payment Link,Payment Link Created,1
TX03248,22723.19,Card,Insufficient Funds,3.92,Low,Defer Recovery,Deferred,0
TX07842,44667.62,UPI,Technical Error,99.37,High,Generate Payment Link,Payment Link Created,1
TX08700,12787.19,UPI,Technical Error,99.33,High,Retry Payment,Retry Initiated,1
TX04146,25395.81,NetBanking,Technical Error,95.04,High,Generate Payment Link,Payment Link Created,0
TX08506,14980.05,Card,Bank Declined,87.06,High,Generate Payment Link,Payment Link Created,0
TX06065,36217.76,Card,Technical Error,19.11,Low,Defer Recovery,Deferred,1
TX08132,8571.87,UPI,Technical Error,2.87,Low,Defer Recovery,Deferred,0
TX03283,42932.83,Wallet,Insufficient Funds,15.96,Low,Defer Recovery,Deferred,1
TX09858,8226.04,NetBanking,Insufficient Funds,17.55,Low,Defer Recovery,Deferred,0
TX08025,47657.02,NetBanking,Technical Error,9.36,Low,Defer Recovery,Deferred,0
TX01558,3256.35,UPI,Bank Declined,94.39,High,Generate Payment Link,Payment Link Created,1
TX02482,687.82,Card,Timeout,0.58,Low,Defer Recovery,Deferred,0
TX08827,4765.27,Wallet,Authentication Failed,27.94,Low,Defer Recovery,Deferred,0
TX05370,42452.76,NetBanking,Timeout,3.23,Low,Defer Recovery,Deferred,0
TX05057,25705.76,Card,Insufficient Funds,10.65,Low,Defer Recovery,Deferred,1
TX06289,41994.38,NetBanking,Authentication Failed,40.81,Medium,Send Notification,Notification Sent,1
TX09421,30615.43,NetBanking,Bank Declined,99.66,High,Retry Payment,Retry Initiated,1
TX01659,21548.58,Card,Authentication Failed,98.6,High,Retry Payment,Retry Initiated,1
TX08835,49885.04,UPI,Bank Declined,99.96,High,Retry Payment,Retry Initiated,1
TX03851,29636.53,NetBanking,Timeout,97.84,High,Generate Payment Link,Payment Link Created,1
TX06490,39455.45,Wallet,Insufficient Funds,11.49,Low,Defer Recovery,Deferred,0
TX06270,24123.62,Wallet,Insufficient Funds,69.18,Medium,Send Notification,Notification Sent,1
TX05995,32116.84,Wallet,Timeout,17.1,Low,Defer Recovery,Deferred,1
TX06234,43147.44,Wallet,Authentication Failed,98.88,High,Generate Payment Link,Payment Link Created,1
TX05489,20247.45,NetBanking,Authentication Failed,99.07,High,Retry Payment,Retry Initiated,1
TX02480,49512.1,Card,Timeout,97.4,High,Retry Payment,Retry Initiated,0
TX07080,22539.02,NetBanking,Authentication Failed,99.46,High,Retry Payment,Retry Initiated,1
TX04169,42331.27,Card,Bank Declined,99.47,High,Generate Payment Link,Payment Link Created,1
TX01244,33713.13,Wallet,Timeout,99.58,High,Generate Payment Link,Payment Link Created,1
TX09204,4083.57,NetBanking,Bank Declined,35.75,Low,Defer Recovery,Deferred,1
TX00034,6651.27,Card,Timeout,2.53,Low,Defer Recovery,Deferred,0
TX06440,28284.16,NetBanking,Technical Error,99.84,High,Retry Payment,Retry Initiated,1
TX06562,30882.52,NetBanking,Bank Declined,13.69,Low,Defer Recovery,Deferred,1
TX06864,13824.51,Card,Bank Declined,98.88,High,Retry Payment,Retry Initiated,1
TX08978,48448.2,UPI,Insufficient Funds,98.75,High,Generate Payment Link,Payment Link Created,1
TX02590,1649.74,NetBanking,Bank Declined,99.64,High,Retry Payment,Retry Initiated,1
TX08457,46682.86,NetBanking,Bank Declined,1.56,Low,Defer Recovery,Deferred,0
TX06634,5803.14,Wallet,Technical Error,6.7,Low,Defer Recovery,Deferred,0
TX04880,42897.03,NetBanking,Bank Declined,6.96,Low,Defer Recovery,Deferred,0
TX04567,15719.97,Card,Technical Error,13.12,Low,Defer Recovery,Deferred,1
TX04436,47318.6,Wallet,Bank Declined,4.35,Low,Defer Recovery,Deferred,0
TX02148,120.04,Card,Timeout,93.39,High,Generate Payment Link,Payment Link Created,0
TX00246,11440.33,Wallet,Bank Declined,99.35,High,Generate Payment Link,Payment Link Created,1
TX02364,22392.3,Wallet,Timeout,36.32,Low,Defer Recovery,Deferred,1
TX02774,20067.75,UPI,Timeout,36.97,Low,Defer Recovery,Deferred,1
TX03275,30340.15,Card,Technical Error,10.15,Low,Defer Recovery,Deferred,0
TX09708,14003.55,Card,Insufficient Funds,99.43,High,Retry Payment,Retry Initiated,1
TX07987,10123.45,Wallet,Technical Error,99.08,High,Generate Payment Link,Payment Link Created,1
TX04674,1098.59,NetBanking,Bank Declined,99.89,High,Retry Payment,Retry Initiated,1
TX01983,11907.99,Wallet,Insufficient Funds,99.19,High,Generate Payment Link,Payment Link Created,1
TX08613,9490.39,UPI,Technical Error,1.51,Low,Defer Recovery,Deferred,1
TX01977,34495.04,UPI,Timeout,98.85,High,Generate Payment Link,Payment Link Created,1
TX00616,17767.82,NetBanking,Insufficient Funds,99.84,High,Retry Payment,Retry Initiated,1
TX09282,1677.59,Wallet,Authentication Failed,99.86,High,Retry Payment,Retry Initiated,1
TX07913,9381.82,NetBanking,Bank Declined,14.69,Low,Defer Recovery,Deferred,1
TX05604,12192.05,NetBanking,Technical Error,38.59,Low,Defer Recovery,Deferred,1
TX02062,38544.85,Card,Authentication Failed,97.87,High,Generate Payment Link,Payment Link Created,1
TX05872,2246.4,Card,Insufficient Funds,2.82,Low,Defer Recovery,Deferred,0
TX09210,44357.93,Wallet,Bank Declined,99.58,High,Generate Payment Link,Payment Link Created,1
TX08850,36164.09,Wallet,Timeout,99.6,High,Generate Payment Link,Payment Link Created,1
TX06863,23446.71,Card,Authentication Failed,94.23,High,Generate Payment Link,Payment Link Created,1
TX01116,45575.96,UPI,Authentication Failed,19.57,Low,Defer Recovery,Deferred,1
TX08710,12152.99,UPI,Bank Declined,99.43,High,Retry Payment,Retry Initiated,1
TX01667,25206.36,Card,Timeout,25.47,Low,Defer Recovery,Deferred,0
TX00948,28681.35,Wallet,Authentication Failed,99.59,High,Generate Payment Link,Payment Link Created,1
TX07588,36109.32,NetBanking,Authentication Failed,34.65,Low,Defer Recovery,Deferred,1
TX04509,19383.52,Wallet,Authentication Failed,99.57,High,Generate Payment Link,Payment Link Created,1
TX09225,16296.48,Card,Bank Declined,99.28,High,Generate Payment Link,Payment Link Created,1
TX06024,49300.12,UPI,Bank Declined,98.51,High,Generate Payment Link,Payment Link Created,0
TX03741,10792.16,Card,Bank Declined,97.12,High,Generate Payment Link,Payment Link Created,1
TX03466,38444.21,UPI,Insufficient Funds,3.39,Low,Defer Recovery,Deferred,0
TX00831,16991.49,Wallet,Insufficient Funds,55.61,Medium,Send Notification,Notification Sent,1
TX00471,21402.05,Card,Bank Declined,99.95,High,Retry Payment,Retry Initiated,1
TX09802,18252.92,NetBanking,Insufficient Funds,38.85,Low,Defer Recovery,Deferred,1
TX03171,22119.59,Wallet,Authentication Failed,99.15,High,Generate Payment Link,Payment Link Created,0
TX05559,797.69,Card,Technical Error,39.82,Low,Defer Recovery,Deferred,1
TX02224,26727.48,Card,Bank Declined,98.46,High,Generate Payment Link,Payment Link Created,1
TX09987,9401.63,Card,Timeout,99.92,High,Retry Payment,Retry Initiated,1
TX01735,11415.26,UPI,Insufficient Funds,2.95,Low,Defer Recovery,Deferred,0
TX08816,44721.98,NetBanking,Authentication Failed,98.78,High,Retry Payment,Retry Initiated,0
TX00629,8264.45,UPI,Bank Declined,98.18,High,Retry Payment,Retry Initiated,1
TX03419,27112.64,UPI,Technical Error,98.89,High,Retry Payment,Retry Initiated,1
TX04743,16670.49,Card,Authentication Failed,35.36,Low,Defer Recovery,Deferred,1
TX00870,799.32,NetBanking,Timeout,16.37,Low,Defer Recovery,Deferred,0
TX07642,43741.37,Card,Authentication Failed,9.29,Low,Defer Recovery,Deferred,0
TX05143,43681.87,NetBanking,Timeout,37.05,Low,Defer Recovery,Deferred,1
TX04378,9041.07,UPI,Technical Error,98.62,High,Generate Payment Link,Payment Link Created,1
TX09007,32335.91,UPI,Technical Error,53.24,Medium,Send Notification,Notification Sent,1
TX06603,12711.86,Card,Technical Error,99.88,High,Retry Payment,Retry Initiated,1
TX02610,7072.06,NetBanking,Bank Declined,19.91,Low,Defer Recovery,Deferred,1
TX04904,13084.55,NetBanking,Technical Error,5.36,Low,Defer Recovery,Deferred,0
TX00555,42557.55,Card,Authentication Failed,16.27,Low,Defer Recovery,Deferred,1
TX03460,3586.11,UPI,Technical Error,94.11,High,Generate Payment Link,Payment Link Created,0
TX05709,34903.32,NetBanking,Timeout,4.02,Low,Defer Recovery,Deferred,1
TX08362,34327.87,UPI,Timeout,13.57,Low,Defer Recovery,Deferred,1
TX00292,22227.61,Wallet,Authentication Failed,99.6,High,Retry Payment,Retry Initiated,1
TX07330,403.77,UPI,Timeout,98.54,High,Generate Payment Link,Payment Link Created,1
TX00520,2944.42,UPI,Timeout,8.82,Low,Defer Recovery,Deferred,0
TX04510,16581.68,Card,Technical Error,99.49,High,Retry Payment,Retry Initiated,1
TX01682,15710.95,Wallet,Bank Declined,99.4,High,Retry Payment,Retry Initiated,1
TX04469,47195.07,Card,Bank Declined,0.74,Low,Defer Recovery,Deferred,0
TX08839,48163.81,NetBanking,Timeout,51.71,Medium,Send Notification,Notification Sent,1
TX09252,38503.05,Wallet,Timeout,99.68,High,Retry Payment,Retry Initiated,1
TX04835,25670.18,UPI,Bank Declined,6.15,Low,Defer Recovery,Deferred,0
TX06388,17111.73,Card,Technical Error,98.86,High,Retry Payment,Retry Initiated,1
TX06987,48974.59,Wallet,Authentication Failed,13.69,Low,Defer Recovery,Deferred,0
TX02595,1767.98,NetBanking,Insufficient Funds,9.01,Low,Defer Recovery,Deferred,1
TX04089,46649.03,Card,Technical Error,99.74,High,Retry Payment,Retry Initiated,1
TX07235,32841.87,Wallet,Insufficient Funds,16.77,Low,Defer Recovery,Deferred,1
TX05572,3653.22,UPI,Bank Declined,99.52,High,Generate Payment Link,Payment Link Created,1
TX07908,33800.2,NetBanking,Authentication Failed,98.96,High,Retry Payment,Retry Initiated,1
TX08974,27106.91,Wallet,Insufficient Funds,5.7,Low,Defer Recovery,Deferred,0
TX03720,2189.83,UPI,Technical Error,98.93,High,Retry Payment,Retry Initiated,1
TX07821,27946.64,UPI,Insufficient Funds,6.83,Low,Defer Recovery,Deferred,0
TX00366,14766.45,NetBanking,Technical Error,99.11,High,Generate Payment Link,Payment Link Created,1
TX00478,48631.15,Card,Authentication Failed,71.39,Medium,Send Notification,Notification Sent,1
TX03995,47170.59,Wallet,Insufficient Funds,27.43,Low,Defer Recovery,Deferred,1
TX04914,33644.48,UPI,Insufficient Funds,98.74,High,Generate Payment Link,Payment Link Created,0
TX01417,46317.03,UPI,Authentication Failed,99.93,High,Retry Payment,Retry Initiated,1
TX03135,46080.74,Card,Authentication Failed,15.39,Low,Defer Recovery,Deferred,1
TX09800,6004.37,NetBanking,Authentication Failed,12.75,Low,Defer Recovery,Deferred,1
TX07088,38158.04,NetBanking,Insufficient Funds,7.12,Low,Defer Recovery,Deferred,0
TX09157,8674.54,Card,Insufficient Funds,91.67,High,Generate Payment Link,Payment Link Created,1
TX04067,5785.87,Card,Timeout,4.4,Low,Defer Recovery,Deferred,0
TX04017,26088.7,Wallet,Technical Error,2.21,Low,Defer Recovery,Deferred,0
TX06240,6756.09,UPI,Technical Error,27.36,Low,Defer Recovery,Deferred,1
TX09595,20492.02,NetBanking,Authentication Failed,99.81,High,Retry Payment,Retry Initiated,1
TX07924,41401.2,UPI,Insufficient Funds,96.18,High,Generate Payment Link,Payment Link Created,0
TX09029,25615.09,NetBanking,Insufficient Funds,99.92,High,Retry Payment,Retry Initiated,1
TX03092,3020.98,Card,Authentication Failed,7.62,Low,Defer Recovery,Deferred,0
TX01430,4397.19,Wallet,Technical Error,9.93,Low,Defer Recovery,Deferred,1
TX03052,34308.38,Wallet,Timeout,3.83,Low,Defer Recovery,Deferred,0
TX04289,8440.0,UPI,Insufficient Funds,56.21,Medium,Send Notification,Notification Sent,1
TX05367,38497.32,Wallet,Technical Error,7.91,Low,Defer Recovery,Deferred,1
TX09242,16508.77,UPI,Authentication Failed,2.52,Low,Defer Recovery,Deferred,0
TX08150,47939.02,NetBanking,Bank Declined,99.82,High,Retry Payment,Retry Initiated,1
TX09419,38725.68,Wallet,Bank Declined,7.95,Low,Defer Recovery,Deferred,0
TX07000,3923.33,UPI,Insufficient Funds,1.51,Low,Defer Recovery,Deferred,0
TX07096,25499.21,UPI,Bank Declined,5.27,Low,Defer Recovery,Deferred,0
TX03486,35736.24,NetBanking,Authentication Failed,99.69,High,Retry Payment,Retry Initiated,1
TX04150,2333.1,Wallet,Bank Declined,7.87,Low,Defer Recovery,Deferred,1
TX04111,20190.31,UPI,Technical Error,25.73,Low,Defer Recovery,Deferred,1
TX01054,7194.85,Wallet,Technical Error,98.68,High,Retry Payment,Retry Initiated,1
TX04605,38527.44,UPI,Technical Error,13.89,Low,Defer Recovery,Deferred,0
TX00793,11101.48,UPI,Bank Declined,52.72,Medium,Send Notification,Notification Sent,1
TX07552,37946.45,Card,Bank Declined,41.91,Medium,Send Notification,Notification Sent,1
TX08880,21274.47,Wallet,Insufficient Funds,4.18,Low,Defer Recovery,Deferred,1
TX02231,22802.04,NetBanking,Authentication Failed,99.89,High,Retry Payment,Retry Initiated,1
TX05770,34757.64,Wallet,Bank Declined,3.35,Low,Defer Recovery,Deferred,0
TX06191,47717.5,Card,Authentication Failed,1.32,Low,Defer Recovery,Deferred,0
TX02089,46705.97,Card,Technical Error,6.25,Low,Defer Recovery,Deferred,0
TX00242,48875.08,UPI,Timeout,2.15,Low,Defer Recovery,Deferred,0
TX04074,40729.02,NetBanking,Bank Declined,99.14,High,Retry Payment,Retry Initiated,1
TX05594,5897.42,Wallet,Authentication Failed,56.78,Medium,Send Notification,Notification Sent,1
TX04269,26790.15,NetBanking,Insufficient Funds,99.25,High,Generate Payment Link,Payment Link Created,1
TX06447,43501.45,Card,Authentication Failed,14.96,Low,Defer Recovery,Deferred,1
TX02850,1645.43,UPI,Authentication Failed,16.55,Low,Defer Recovery,Deferred,0
TX04700,34870.1,NetBanking,Authentication Failed,25.8,Low,Defer Recovery,Deferred,1
TX08285,49404.59,UPI,Timeout,12.31,Low,Defer Recovery,Deferred,0
TX04114,36867.16,NetBanking,Authentication Failed,19.66,Low,Defer Recovery,Deferred,1
TX00168,44567.89,Wallet,Bank Declined,7.61,Low,Defer Recovery,Deferred,0
TX01644,14413.65,UPI,Timeout,99.86,High,Retry Payment,Retry Initiated,1
TX00289,17467.79,NetBanking,Authentication Failed,8.4,Low,Defer Recovery,Deferred,0
TX05150,2194.44,Wallet,Timeout,99.84,High,Retry Payment,Retry Initiated,1
TX04367,30747.77,UPI,Insufficient Funds,9.63,Low,Defer Recovery,Deferred,0
TX08805,8738.96,UPI,Timeout,49.51,Medium,Send Notification,Notification Sent,1
TX00059,22346.69,Wallet,Authentication Failed,97.64,High,Generate Payment Link,Payment Link Created,0
TX03088,18924.87,NetBanking,Timeout,38.69,Low,Defer Recovery,Deferred,1
TX04030,20611.25,UPI,Timeout,98.85,High,Generate Payment Link,Payment Link Created,1
TX03049,18877.96,UPI,Technical Error,96.47,High,Generate Payment Link,Payment Link Created,1
TX00661,31374.99,Card,Bank Declined,99.12,High,Retry Payment,Retry Initiated,0
TX08468,38358.91,UPI,Insufficient Funds,98.77,High,Retry Payment,Retry Initiated,1
TX01636,27938.17,UPI,Authentication Failed,6.16,Low,Defer Recovery,Deferred,0
TX01713,33837.04,Wallet,Authentication Failed,28.97,Low,Defer Recovery,Deferred,0
TX04533,29532.74,Card,Technical Error,21.46,Low,Defer Recovery,Deferred,1
TX05044,41712.44,Card,Timeout,1.65,Low,Defer Recovery,Deferred,0
TX05923,46214.98,UPI,Bank Declined,6.66,Low,Defer Recovery,Deferred,0
TX08342,5698.85,Wallet,Authentication Failed,3.29,Low,Defer Recovery,Deferred,0
TX05996,10553.36,Card,Technical Error,99.93,High,Retry Payment,Retry Initiated,1
TX05982,41330.83,Wallet,Bank Declined,6.82,Low,Defer Recovery,Deferred,0
TX04545,28056.05,Wallet,Bank Declined,2.51,Low,Defer Recovery,Deferred,0
TX07233,3305.34,Card,Insufficient Funds,1.26,Low,Defer Recovery,Deferred,0
TX01203,32421.23,Card,Timeout,8.26,Low,Defer Recovery,Deferred,0
TX05502,43727.4,UPI,Insufficient Funds,4.44,Low,Defer Recovery,Deferred,0
TX00370,49369.69,Wallet,Authentication Failed,16.9,Low,Defer Recovery,Deferred,0
TX00605,5322.56,UPI,Bank Declined,99.82,High,Retry Payment,Retry Initiated,1
TX07009,16444.61,NetBanking,Technical Error,12.67,Low,Defer Recovery,Deferred,1
TX05447,4641.49,UPI,Insufficient Funds,41.84,Medium,Send Notification,Notification Sent,1
TX04930,31005.63,Card,Insufficient Funds,8.64,Low,Defer Recovery,Deferred,0
TX01397,42290.99,UPI,Bank Declined,99.8,High,Retry Payment,Retry Initiated,1
TX00814,44634.21,UPI,Bank Declined,3.19,Low,Defer Recovery,Deferred,1
TX03653,19988.11,Card,Timeout,98.69,High,Generate Payment Link,Payment Link Created,0
TX02522,31203.39,NetBanking,Insufficient Funds,17.59,Low,Defer Recovery,Deferred,1
TX02175,36146.44,Card,Authentication Failed,98.02,High,Retry Payment,Retry Initiated,1
TX01459,3986.16,NetBanking,Authentication Failed,97.46,High,Retry Payment,Retry Initiated,0
TX00730,11900.1,Wallet,Timeout,9.52,Low,Defer Recovery,Deferred,1
TX07859,49115.0,UPI,Timeout,39.32,Low,Defer Recovery,Deferred,1
TX01033,31292.07,UPI,Bank Declined,20.17,Low,Defer Recovery,Deferred,0
TX03512,43130.51,Wallet,Technical Error,99.32,High,Generate Payment Link,Payment Link Created,1
TX01228,41243.4,Wallet,Insufficient Funds,2.73,Low,Defer Recovery,Deferred,0
TX03717,36048.76,NetBanking,Timeout,3.92,Low,Defer Recovery,Deferred,0
TX01575,39527.56,Card,Authentication Failed,96.87,High,Retry Payment,Retry Initiated,0
TX04243,42731.86,NetBanking,Timeout,99.88,High,Retry Payment,Retry Initiated,1
TX01650,45297.26,NetBanking,Authentication Failed,2.42,Low,Defer Recovery,Deferred,0
TX05726,23621.27,Wallet,Timeout,3.8,Low,Defer Recovery,Deferred,0
TX02232,23592.17,Wallet,Timeout,41.62,Medium,Send Notification,Notification Sent,1
TX01803,30805.86,UPI,Technical Error,0.85,Low,Defer Recovery,Deferred,1
TX01872,23588.23,UPI,Authentication Failed,11.37,Low,Defer Recovery,Deferred,1
TX09804,25697.64,Card,Authentication Failed,5.8,Low,Defer Recovery,Deferred,0
TX04254,29110.19,Card,Authentication Failed,22.26,Low,Defer Recovery,Deferred,1
TX04239,4004.28,NetBanking,Technical Error,4.34,Low,Defer Recovery,Deferred,0
TX04576,21988.9,NetBanking,Authentication Failed,12.48,Low,Defer Recovery,Deferred,0
TX08081,49799.95,Wallet,Authentication Failed,94.28,High,Generate Payment Link,Payment Link Created,1
TX03022,48194.5,Wallet,Technical Error,6.1,Low,Defer Recovery,Deferred,0
TX00156,6540.66,NetBanking,Insufficient Funds,99.68,High,Retry Payment,Retry Initiated,1
TX01399,25473.1,Card,Authentication Failed,89.25,High,Generate Payment Link,Payment Link Created,0
TX06647,28307.92,NetBanking,Insufficient Funds,99.51,High,Retry Payment,Retry Initiated,1
TX08768,5264.53,NetBanking,Technical Error,99.95,High,Retry Payment,Retry Initiated,1
TX00560,1767.84,NetBanking,Bank Declined,2.43,Low,Defer Recovery,Deferred,0
TX08192,46370.56,Wallet,Technical Error,99.6,High,Retry Payment,Retry Initiated,1
TX09339,18681.08,Wallet,Authentication Failed,45.38,Medium,Send Notification,Notification Sent,0
TX08149,29101.15,UPI,Technical Error,7.94,Low,Defer Recovery,Deferred,1
TX09490,42660.93,NetBanking,Insufficient Funds,3.12,Low,Defer Recovery,Deferred,0
TX04999,4802.73,NetBanking,Bank Declined,3.62,Low,Defer Recovery,Deferred,0
TX09377,11030.01,UPI,Bank Declined,95.45,High,Generate Payment Link,Payment Link Created,0
TX09586,699.26,Wallet,Timeout,2.46,Low,Defer Recovery,Deferred,0
TX09073,14878.11,NetBanking,Timeout,2.76,Low,Defer Recovery,Deferred,0
TX00819,19530.55,Wallet,Technical Error,7.87,Low,Defer Recovery,Deferred,1
TX03105,43576.72,NetBanking,Authentication Failed,99.83,High,Retry Payment,Retry Initiated,1
TX01754,47903.17,Card,Technical Error,1.39,Low,Defer Recovery,Deferred,0
TX03866,32469.88,Wallet,Timeout,98.23,High,Retry Payment,Retry Initiated,0
TX06895,47995.74,UPI,Bank Declined,94.85,High,Generate Payment Link,Payment Link Created,0
TX04028,25622.23,Wallet,Insufficient Funds,25.71,Low,Defer Recovery,Deferred,0
TX07060,34088.77,Card,Timeout,2.41,Low,Defer Recovery,Deferred,0
TX08678,38132.34,NetBanking,Insufficient Funds,94.91,High,Generate Payment Link,Payment Link Created,0
TX03648,44942.08,UPI,Authentication Failed,98.52,High,Generate Payment Link,Payment Link Created,0
TX04886,16712.31,Card,Insufficient Funds,8.69,Low,Defer Recovery,Deferred,1
TX03336,5839.05,Card,Authentication Failed,99.21,High,Retry Payment,Retry Initiated,1
TX02742,11644.3,Card,Insufficient Funds,99.33,High,Retry Payment,Retry Initiated,1
TX06417,45071.08,UPI,Insufficient Funds,5.39,Low,Defer Recovery,Deferred,1
TX00417,34613.01,Card,Authentication Failed,99.57,High,Generate Payment Link,Payment Link Created,1
TX08270,15499.52,Wallet,Insufficient Funds,99.8,High,Retry Payment,Retry Initiated,1
TX04520,10025.95,UPI,Technical Error,4.56,Low,Defer Recovery,Deferred,1
TX00595,8520.6,Card,Timeout,98.74,High,Generate Payment Link,Payment Link Created,1
TX03959,18562.94,NetBanking,Authentication Failed,98.42,High,Generate Payment Link,Payment Link Created,1
TX07369,36967.49,Wallet,Authentication Failed,99.74,High,Retry Payment,Retry Initiated,1
TX00683,48221.23,UPI,Insufficient Funds,6.37,Low,Defer Recovery,Deferred,0
TX09519,30171.38,Wallet,Insufficient Funds,99.24,High,Generate Payment Link,Payment Link Created,1
TX00557,32058.32,NetBanking,Bank Declined,12.16,Low,Defer Recovery,Deferred,1
TX09310,38492.02,NetBanking,Authentication Failed,24.81,Low,Defer Recovery,Deferred,1
TX01392,45765.43,UPI,Insufficient Funds,36.7,Low,Defer Recovery,Deferred,1
TX07597,33128.34,UPI,Authentication Failed,99.19,High,Generate Payment Link,Payment Link Created,1
TX03975,21705.36,NetBanking,Technical Error,8.36,Low,Defer Recovery,Deferred,0
TX05065,33997.9,Wallet,Authentication Failed,7.61,Low,Defer Recovery,Deferred,0
TX08699,29493.04,UPI,Bank Declined,7.68,Low,Defer Recovery,Deferred,0
TX05227,7188.87,UPI,Technical Error,99.39,High,Generate Payment Link,Payment Link Created,1
TX01795,20861.93,UPI,Bank Declined,98.46,High,Generate Payment Link,Payment Link Created,1
TX02507,7946.06,Wallet,Authentication Failed,25.23,Low,Defer Recovery,Deferred,1
TX02152,19373.2,Card,Technical Error,17.73,Low,Defer Recovery,Deferred,0
TX07398,25865.36,Card,Authentication Failed,16.16,Low,Defer Recovery,Deferred,1
TX02100,30621.62,NetBanking,Bank Declined,98.59,High,Generate Payment Link,Payment Link Created,1
TX09083,36227.37,NetBanking,Bank Declined,99.71,High,Retry Payment,Retry Initiated,1
TX01436,26139.36,NetBanking,Technical Error,15.67,Low,Defer Recovery,Deferred,1
TX00635,12256.38,UPI,Bank Declined,22.33,Low,Defer Recovery,Deferred,1
TX09384,22615.15,NetBanking,Technical Error,18.12,Low,Defer Recovery,Deferred,0
TX08068,9438.54,UPI,Bank Declined,20.17,Low,Defer Recovery,Deferred,1
TX05616,42633.03,NetBanking,Authentication Failed,99.66,High,Retry Payment,Retry Initiated,1
TX09732,49439.14,Card,Authentication Failed,98.3,High,Generate Payment Link,Payment Link Created,1
TX04068,33839.48,Card,Technical Error,5.25,Low,Defer Recovery,Deferred,0
TX06747,40474.25,Card,Insufficient Funds,99.93,High,Retry Payment,Retry Initiated,1
TX03803,22244.8,Wallet,Timeout,8.06,Low,Defer Recovery,Deferred,1
TX08183,17547.7,NetBanking,Insufficient Funds,2.85,Low,Defer Recovery,Deferred,0
TX01529,13456.66,UPI,Technical Error,25.33,Low,Defer Recovery,Deferred,1
TX09619,27117.58,Wallet,Bank Declined,10.24,Low,Defer Recovery,Deferred,0
TX03529,26855.99,Wallet,Authentication Failed,99.91,High,Retry Payment,Retry Initiated,1
